订单编码,订单日期,客户编码,所在区域,所在省份,所在地市,商品编号,订购数量,订购单价,金额
D24351,2019-05-28,S12814,南区,广东,梅州市,X090,721.0,197.0,142037.0
D24539,2019-05-11,S11063,东区,江苏,无锡市,X003,1110.0,168.0,186480.0
D28952,2019-02-02,S21838,南区,福建,泉州市,X007,1156.0,213.0,246228.0
D21079,2019-08-04,S13061,东区,浙江,宁波市,X022,1613.0,158.0,254854.0
D27283,2019-05-25,S13627,南区,广西,北海市,X069,171.0,251.0,42921.0
D30366,2019-06-03,S12897,北区,山东,青岛市,X049,584.0,226.0,131984.0
D29030,2019-08-22,S16891,南区,福建,泉州市,X065,1421.0,140.0,198940.0
D24037,2019-05-29,S17717,南区,广西,崇左市,X088,213.0,125.0,26625.0
D30046,2019-06-30,S19759,西 区,贵州,黔东南州,X045,808.0,205.0,165640.0
D21394,2019-01-19,S14775,南区,广东,深圳市,X111,1324.0,200.0,264800.0
D29704,2019-01-09,S18351,东区,江苏,南通市,X001,1181.0,121.0,142901.0
D27769,2019-06-24,S20293,东区,江苏,南京市,X011,1200.0,226.0,271200.0
D26087,2019-05-01,S22660,西 区,重庆市,重庆市,X025,1406.0,102.0,143412.0
D23807,2019-09-08,S11188,南区,江西,新余市,X023,923.0,235.0,216905.0
D29895,2019-06-15,S16910,北区,北京市,北京市,X061,1605.0,203.0,325815.0
D28104,2019-04-09,S18621,北区,山东,滨州市,X097,1155.0,56.0,64680.0
D22146,2019-06-26,S17602,北区,山东,枣庄市,X025,1996.0,102.0,203592.0
D29299,2019-05-19,S20405,北区,山东,青岛市,X069,1212.0,251.0,304212.0
D24034,2019-08-04,S10859,东区,江苏,南通市,X005,1412.0,185.0,261220.0
D24110,2019-07-25,S19641,北区,河北,衡水市,X049,1017.0,226.0,229842.0
D24797,2019-04-13,S17229,北区,山西,大同市,X065,1277.0,140.0,178780.0
D26115,2019-09-08,S15631,南区,江西,南昌市,X073,1452.0,209.0,303468.0
D27525,2019-07-11,S19027,南区,广东,汕头市,X003,212.0,168.0,35616.0
D25078,2019-05-05,S16709,南区,福建,泉州市,X004,924.0,211.0,194964.0
D27459,2019-09-23,S18189,东区,浙江,嘉兴市,X055,1780.0,222.0,395160.0
D23263,2019-04-26,S15639,北区,山东,枣庄市,X050,697.0,143.0,99671.0
D23802,2019-08-23,S22121,南区,广东,珠海市,X052,1289.0,102.0,131478.0
D25671,2019-02-04,S10271,东区,江苏,苏州市,X077,725.0,247.0,179075.0
D30024,2019-07-31,S22695,南区,湖南,常德市,X057,470.0,245.0,115150.0
D22769,2019-06-03,S17046,西 区,四川,遂宁市,X048,343.0,61.0,20923.0
D27326,2019-09-30,S20185,北区,黑龙江,佳木斯市,X078,1057.0,116.0,122612.0
D31007,2019-07-07,S18020,东区,江苏,南京市,X048,798.0,61.0,48678.0
D27363,2019-05-13,S13578,东区,上海市,上海市,X073,151.0,209.0,31559.0
D21212,2019-01-08,S21250,北区,北京市,北京市,X049,1633.0,226.0,369058.0
D25304,2019-07-22,S11690,南区,广东,深圳市,X062,772.0,239.0,184508.0
D23687,2019-06-29,S12848,西 区,云南,昆明市,X069,927.0,251.0,232677.0
D27684,2019-08-08,S10311,西 区,重庆市,重庆市,X054,1025.0,83.0,85075.0
D28571,2019-06-20,S21043,北区,天津市,天津市,X011,372.0,226.0,84072.0
D27985,2019-08-04,S20236,北区,吉林,长春市,X005,604.0,185.0,111740.0
D29619,2019-05-19,S20997,西 区,重庆市,重庆市,X045,195.0,205.0,39975.0
D26117,2019-08-21,S18819,西 区,重庆市,重庆市,X002,111.0,141.0,15651.0
D30729,2019-09-03,S17559,南区,广东,深圳市,X036,1784.0,99.0,176616.0
D26635,2019-08-23,S12871,东区,安徽,安庆市,X110,355.0,204.0,72420.0
D26717,2019-09-14,S22072,南区,广东,肇庆市,X075,305.0,126.0,38430.0
D21375,2019-08-03,S14854,东区,浙江,嘉兴市,X021,598.0,59.0,35282.0
D27384,2019-05-13,S20547,北区,山西,运城市,X005,1551.0,185.0,286935.0
D33908,2019-06-09,S17651,南区,广东,佛山市,X030,269.0,237.0,63753.0
D23426,2019-07-31,S16284,南区,江西,南昌市,X076,378.0,115.0,43470.0
D32155,2019-09-22,S13166,北区,山东,威海市,X077,47.0,247.0,11609.0
D26574,2019-08-14,S20808,西 区,陕西,宝鸡市,X001,598.0,121.0,72358.0
D24854,2019-08-04,S20654,南区,广西,梧州市,X024,661.0,235.0,155335.0
D28546,2019-08-14,S13083,北区,北京市,北京市,X025,711.0,102.0,72522.0
D25098,2019-08-30,S19309,南区,广东,深圳市,X075,1532.0,126.0,193032.0
D26027,2019-08-04,S17750,东区,江苏,苏州市,X011,861.0,226.0,194586.0
D24806,2019-06-21,S18395,西 区,陕西,西安市,X067,411.0,212.0,87132.0
D32656,2019-09-27,S13281,南区,湖南,长沙市,X061,669.0,203.0,135807.0
D21075,2019-09-09,S18595,西 区,重庆市,重庆市,X054,810.0,83.0,67230.0
D33111,2019-06-01,S17150,南区,江西,景德镇市,X076,1824.0,115.0,209760.0
D28813,2019-09-30,S19980,南区,江西,九江市,X021,149.0,59.0,8791.0
D21993,2019-06-07,S22813,西 区,四川,成都市,X013,844.0,164.0,138416.0
D26851,2019-07-24,S16650,西 区,四川,达州市,X005,750.0,185.0,138750.0
D32205,2019-02-23,S19682,东区,江苏,盐城市,X004,464.0,211.0,97904.0
D21557,2019-04-28,S16637,东区,江苏,无锡市,X051,1320.0,203.0,267960.0
D30345,2019-07-31,S17140,西 区,四川,内江市,X051,1824.0,203.0,370272.0
D26729,2019-08-15,S14278,南区,福建,厦门市,X048,1444.0,61.0,88084.0
D24491,2019-04-06,S10141,东区,江苏,苏州市,X089,108.0,104.0,11232.0
D23284,2019-06-08,S11871,西 区,云南,昆明市,X047,1003.0,192.0,192576.0
D23955,2019-05-14,S15417,东区,浙江,嘉兴市,X104,488.0,185.0,90280.0
D26145,2019-08-04,S10860,南区,福建,泉州市,X034,1713.0,182.0,311766.0
D22987,2019-07-26,S10580,东区,安徽,宿州市,X041,2036.0,212.0,431632.0
D21252,2019-07-29,S19686,南区,福建,三明市,X061,1093.0,203.0,221879.0
D28155,2019-06-22,S20442,南区,广东,江门市,X062,354.0,239.0,84606.0
D30900,2019-08-22,S11104,北区,辽宁,抚顺市,X048,672.0,61.0,40992.0
D21407,2019-08-10,S10607,南区,广东,东莞市,X089,1386.0,104.0,144144.0
D22421,2019-06-16,S17452,东区,安徽,合肥市,X079,828.0,128.0,105984.0
D21821,2019-04-15,S18111,东区,上海市,上海市,X050,702.0,143.0,100386.0
D31929,2019-01-11,S17044,东区,江苏,扬州市,X060,1359.0,102.0,138618.0
D21880,2019-05-05,S21358,东区,浙江,杭州市,X007,995.0,213.0,211935.0
D23084,2019-09-30,S18445,北区,河北,沧州市,X079,1807.0,128.0,231296.0
D25341,2019-04-01,S11282,东区,浙江,温州市,X048,777.0,61.0,47397.0
D21769,2019-08-04,S10469,东区,安徽,淮南市,X102,1762.0,160.0,281920.0
D26495,2019-08-08,S19426,南区,福建,福州市,X107,1141.0,182.0,207662.0
D23673,2019-08-15,S13287,西 区,重庆市,重庆市,X061,665.0,203.0,134995.0
D28866,2019-08-04,S19686,南区,福建,三明市,X040,1496.0,142.0,212432.0
D31143,2019-07-07,S21325,西 区,云南,昆明市,X009,2258.0,92.0,207736.0
D27596,2019-07-31,S10158,东区,江苏,徐州市,X105,1008.0,95.0,95760.0
D25369,2019-04-18,S21335,南区,湖南,衡阳市,X038,524.0,102.0,53448.0
D28786,2019-05-18,S22825,北区,北京市,北京市,X022,397.0,158.0,62726.0
D30230,2019-08-10,S15071,西 区,四川,眉山市,X015,975.0,151.0,147225.0
D25438,2019-02-18,S18552,东区,江苏,苏州市,X051,457.0,203.0,92771.0
D31745,2019-07-12,S17720,东区,湖北,黄冈市,X003,981.0,168.0,164808.0
D31283,2019-06-29,S16115,东区,安徽,安庆市,X008,636.0,119.0,75684.0
D27564,2019-05-24,S21656,南区,广东,中山市,X073,1347.0,209.0,281523.0
D21673,2019-09-10,S10996,东区,浙江,宁波市,X088,650.0,125.0,81250.0
D22978,2019-07-03,S22562,南区,广东,汕头市,X014,361.0,86.0,31046.0
D32617,2019-01-09,S20663,东区,江苏,镇江市,X030,1317.0,237.0,312129.0
D21369,2019-05-03,S10915,东区,安徽,六安市,X066,682.0,113.0,77066.0
D30369,2019-07-18,S17015,南区,广东,东莞市,X059,1170.0,56.0,65520.0
D23804,2019-06-21,S15103,东区,浙江,湖州市,X041,1380.0,212.0,292560.0
D24647,2019-02-25,S13244,东区,安徽,黄山市,X095,227.0,107.0,24289.0
D24868,2019-02-26,S12572,南区,广东,深圳市,X005,626.0,185.0,115810.0
D29394,2019-08-29,S16806,南区,江西,景德镇市,X051,663.0,203.0,134589.0
D24789,2019-09-05,S13654,东区,浙江,宁波市,X009,1484.0,92.0,136528.0
D34110,2019-05-11,S20547,北区,山西,运城市,X068,701.0,225.0,157725.0
D33044,2019-05-05,S21258,南区,广东,惠州市,X039,440.0,108.0,47520.0
D22294,2019-06-19,S12523,东区,安徽,淮北市,X065,817.0,140.0,114380.0
D24179,2019-08-04,S12719,南区,广东,广州市,X018,605.0,212.0,128260.0
D33425,2019-07-01,S14319,北区,山东,临沂市,X072,219.0,62.0,13578.0
D25039,2019-09-24,S14503,东区,江苏,常州市,X095,2100.0,107.0,224700.0
D33029,2019-07-27,S11371,西 区,贵州,贵阳市,X038,541.0,102.0,55182.0
D25055,2019-07-07,S18978,东区,浙江,杭州市,X070,1335.0,242.0,323070.0
D31243,2019-04-15,S19238,东区,浙江,杭州市,X027,390.0,164.0,63960.0
D27535,2019-05-25,S14911,东区,江苏,泰州市,X055,966.0,222.0,214452.0
D30473,2019-09-26,S19395,东区,江苏,苏州市,X094,513.0,94.0,48222.0
D27914,2019-08-21,S21940,东区,湖北,湖北省直辖,X062,2194.0,239.0,524366.0
D24054,2019-04-04,S22214,北区,黑龙江,佳木斯市,X023,628.0,235.0,147580.0
D25276,2019-08-02,S17515,西 区,陕西,西安市,X005,1119.0,185.0,207015.0
D31313,2019-05-16,S22796,东区,浙江,台州市,X079,486.0,128.0,62208.0
D33594,2019-06-03,S10990,北区,山西,太原市,X031,213.0,86.0,18318.0
D31747,2019-02-14,S22350,南区,福建,泉州市,X050,652.0,143.0,93236.0
D25463,2019-07-14,S19139,北区,河南,驻马店市,X086,1742.0,92.0,160264.0
D28687,2019-04-22,S18552,东区,江苏,苏州市,X009,854.0,92.0,78568.0
D30898,2019-09-25,S21278,西 区,陕西,西安市,X079,1263.0,128.0,161664.0
D26361,2019-08-04,S20112,南区,广西,北海市,X001,663.0,121.0,80223.0
D21234,2019-07-03,S17197,东区,湖北,十堰市,X091,342.0,214.0,73188.0
D27494,2019-05-25,S17292,东区,浙江,杭州市,X027,1460.0,164.0,239440.0
D27527,2019-08-04,S23019,东区,浙江,宁波市,X057,898.0,245.0,220010.0
D21517,2019-09-05,S23062,东区,上海市,上海市,X030,203.0,237.0,48111.0
D25062,2019-09-15,S23081,南区,湖南,永州市,X041,468.0,212.0,99216.0
D25015,2019-08-20,S15361,南区,福建,泉州市,X075,1187.0,126.0,149562.0
D29095,2019-04-03,S10058,东区,江苏,常州市,X064,1655.0,150.0,248250.0
D26408,2019-04-03,S10777,南区,福建,龙岩市,X002,601.0,141.0,84741.0
D26810,2019-09-07,S14150,北区,北京市,北京市,X078,451.0,116.0,52316.0
D29352,2019-08-17,S22524,东区,江苏,淮安市,X014,1012.0,86.0,87032.0
D25898,2019-04-04,S13492,北区,北京市,北京市,X001,540.0,121.0,65340.0
D23665,2019-07-20,S15275,北区,河北,张家口市,X014,108.0,86.0,9288.0
D22639,2019-01-10,S18569,东区,浙江,杭州市,X039,1234.0,108.0,133272.0
D31839,2019-04-13,S16143,南区,广东,梅州市,X007,1290.0,213.0,274770.0
D21206,2019-08-19,S14495,西 区,宁夏,石嘴山市,X030,8.0,237.0,1896.0
D30134,2019-09-29,S17070,东区,安徽,宿州市,X019,1432.0,210.0,300720.0
D33426,2019-08-04,S16055,南区,海南,三亚市,X003,1462.0,168.0,245616.0
D26044,2019-09-16,S10723,南区,湖南,株洲市,X072,770.0,62.0,47740.0
D27462,2019-08-04,S19012,南区,福建,福州市,X071,1052.0,253.0,266156.0
D23184,2019-08-08,S16891,南区,福建,泉州市,X069,52.0,251.0,13052.0
D27727,2019-04-28,S12979,东区,湖北,随州市,X029,53.0,154.0,8162.0
D26311,2019-06-22,S14776,南区,广西,南宁市,X049,1851.0,226.0,418326.0
D29260,2019-07-10,S23312,东区,江苏,徐州市,X003,1248.0,168.0,209664.0
D28099,2019-05-18,S12347,西 区,陕西,宝鸡市,X016,1271.0,99.0,125829.0
D30460,2019-06-18,S13622,南区,广东,肇庆市,X034,76.0,182.0,13832.0
D29855,2019-06-10,S14506,北区,河北,秦皇岛市,X018,1360.0,212.0,288320.0
D27374,2019-04-01,S16071,南区,湖南,郴州市,X004,1020.0,211.0,215220.0
D24841,2019-02-26,S18696,北区,北京市,北京市,X050,1378.0,143.0,197054.0
D29729,2019-04-02,S18360,北区,辽宁,丹东市,X062,1994.0,239.0,476566.0
D25077,2019-04-02,S13802,东区,江苏,盐城市,X072,735.0,62.0,45570.0
D30895,2019-02-05,S15092,东区,江苏,扬州市,X068,384.0,225.0,86400.0
D25349,2019-02-03,S22269,西 区,四川,泸州市,X019,1068.0,210.0,224280.0
D31807,2019-04-13,S23247,北区,河北,承德市,X048,1452.0,61.0,88572.0
D30032,2019-08-04,S16649,南区,江西,南昌市,X013,876.0,164.0,143664.0
D22927,2019-06-03,S21521,东区,上海市,上海市,X078,667.0,116.0,77372.0
D27042,2019-07-12,S22326,南区,广东,惠州市,X063,1235.0,162.0,200070.0
D23871,2019-06-05,S18702,南区,广东,珠海市,X026,974.0,101.0,98374.0
D24347,2019-09-03,S14741,北区,黑龙江,双鸭山市,X097,1403.0,56.0,78568.0
D29282,2019-08-17,S13067,东区,江苏,宿迁市,X072,1268.0,62.0,78616.0
D23352,2019-05-04,S15175,南区,江西,吉安市,X088,859.0,125.0,107375.0
D33364,2019-02-26,S13539,东区,江苏,苏州市,X034,467.0,182.0,84994.0
D32295,2019-07-09,S18189,东区,浙江,嘉兴市,X017,761.0,213.0,162093.0
D27954,2019-04-28,S15200,北区,山东,威海市,X030,1502.0,237.0,355974.0
D24503,2019-07-04,S19027,南区,广东,汕头市,X008,914.0,119.0,108766.0
D27537,2019-02-16,S17936,西 区,陕西,宝鸡市,X039,56.0,108.0,6048.0
D25368,2019-07-10,S16943,北区,吉林,长春市,X075,1338.0,126.0,168588.0
D28134,2019-09-14,S19344,北区,内蒙古,包头市,X049,1387.0,226.0,313462.0
D26872,2019-02-06,S15014,西 区,重庆市,重庆市,X059,76.0,56.0,4256.0
D24179,2019-08-04,S12719,南区,广东,广州市,X038,926.0,102.0,94452.0
D27195,2019-04-01,S16510,南区,湖南,岳阳市,X075,1476.0,126.0,185976.0
D31601,2019-07-06,S17323,东区,湖北,孝感市,X067,218.0,212.0,46216.0
D26205,2019-08-24,S15275,北区,河北,张家口市,X005,537.0,185.0,99345.0
D29222,2019-08-29,S12021,北区,吉林,四平市,X064,1019.0,150.0,152850.0
D29256,2019-04-11,S19493,南区,广西,南宁市,X072,1383.0,62.0,85746.0
D25614,2019-08-08,S11368,东区,浙江,杭州市,X014,106.0,86.0,9116.0
D29720,2019-08-04,S19579,东区,浙江,金华市,X025,105.0,102.0,10710.0
D23459,2019-04-02,S12675,西 区,重庆市,重庆市,X108,144.0,223.0,32112.0
D27629,2019-06-07,S13033,东区,上海市,上海市,X054,1316.0,83.0,109228.0
D22029,2019-05-21,S10430,北区,河北,保定市,X040,803.0,142.0,114026.0
D29345,2019-01-03,S17133,东区,江苏,宿迁市,X011,808.0,226.0,182608.0
D22917,2019-05-31,S10286,南区,福建,莆田市,X056,750.0,233.0,174750.0
D31829,2019-06-27,S23019,东区,浙江,宁波市,X025,388.0,102.0,39576.0
D29361,2019-06-21,S19445,东区,江苏,镇江市,X050,648.0,143.0,92664.0
D25077,2019-04-02,S13802,东区,江苏,盐城市,X024,1272.0,235.0,298920.0
D26834,2019-08-04,S19577,北区,山东,青岛市,X027,1455.0,164.0,238620.0
D29051,2019-01-12,S20189,东区,浙江,杭州市,X061,904.0,203.0,183512.0
D26668,2019-04-17,S22813,西 区,四川,成都市,X019,688.0,210.0,144480.0
D29555,2019-08-04,S18197,东区,江苏,徐州市,X089,1183.0,104.0,123032.0
D30686,2019-09-12,S15535,东区,江苏,南京市,X055,1211.0,222.0,268842.0
D34231,2019-02-04,S20363,西 区,重庆市,重庆市,X047,1328.0,192.0,254976.0
D30902,2019-06-30,S17812,北区,山西,长治市,X002,1238.0,141.0,174558.0
D21291,2019-09-17,S17953,北区,河北,秦皇岛市,X008,849.0,119.0,101031.0
D32338,2019-08-04,S11506,南区,广东,珠海市,X008,1265.0,119.0,150535.0
D23736,2019-09-24,S14831,南区,广西,南宁市,X018,1214.0,212.0,257368.0
D28231,2019-09-14,S15361,南区,福建,泉州市,X019,753.0,210.0,158130.0
D24056,2019-06-28,S13966,南区,广东,广州市,X010,792.0,58.0,45936.0
D23591,2019-07-05,S13701,北区,山东,潍坊市,X041,999.0,212.0,211788.0
D24935,2019-08-04,S14052,北区,河南,信阳市,X036,1388.0,99.0,137412.0
D22710,2019-07-16,S19139,北区,河南,驻马店市,X023,336.0,235.0,78960.0
D25869,2019-08-24,S17936,西 区,陕西,宝鸡市,X101,592.0,173.0,102416.0
D24730,2019-07-06,S15466,北区,山西,临汾市,X005,313.0,185.0,57905.0
D21730,2019-06-23,S13571,北区,天津市,天津市,X085,2101.0,233.0,489533.0
D25043,2019-08-04,S16573,西 区,陕西,宝鸡市,X005,518.0,185.0,95830.0
D30242,2019-05-28,S13870,南区,湖南,衡阳市,X071,753.0,253.0,190509.0
D29624,2019-08-04,S16503,南区,海南,海南省直辖,X013,261.0,164.0,42804.0
D26888,2019-09-29,S21315,东区,上海市,上海市,X062,874.0,239.0,208886.0
D25917,2019-01-16,S16503,南区,海南,海南省直辖,X003,1087.0,168.0,182616.0
D32218,2019-09-28,S17953,北区,河北,秦皇岛市,X002,1292.0,141.0,182172.0
D24737,2019-09-27,S14974,东区,江苏,淮安市,X030,38.0,237.0,9006.0
D33430,2019-09-28,S21166,南区,广东,东莞市,X002,970.0,141.0,136770.0
D24170,2019-08-12,S18696,北区,北京市,北京市,X052,1448.0,102.0,147696.0
D24868,2019-02-26,S12572,南区,广东,深圳市,X050,1386.0,143.0,198198.0
D28324,2019-02-02,S16806,南区,江西,景德镇市,X044,1582.0,174.0,275268.0
D29419,2019-08-21,S18111,东区,上海市,上海市,X070,485.0,242.0,117370.0
D27303,2019-04-14,S13083,北区,北京市,北京市,X010,1517.0,58.0,87986.0
D21863,2019-08-19,S20083,东区,安徽,宿州市,X010,542.0,58.0,31436.0
D26304,2019-02-11,S21805,南区,福建,福州市,X020,201.0,100.0,20100.0
D29701,2019-06-28,S14422,北区,北京市,北京市,X080,1767.0,72.0,127224.0
D31341,2019-02-19,S15361,南区,福建,泉州市,X008,929.0,119.0,110551.0
D26211,2019-08-04,S14926,北区,辽宁,大连市,X005,1159.0,185.0,214415.0
D23313,2019-09-18,S17729,东区,上海市,上海市,X023,1037.0,235.0,243695.0
D26173,2019-07-03,S17309,东区,安徽,合肥市,X071,1264.0,253.0,319792.0
D31675,2019-08-02,S14313,北区,河南,漯河市,X030,1322.0,237.0,313314.0
D22499,2019-06-04,S19406,西 区,四川,广元市,X059,560.0,56.0,31360.0
D33792,2019-05-14,S10865,北区,内蒙古,呼和浩特市,X020,258.0,100.0,25800.0
D32079,2019-04-27,S22399,南区,湖南,长沙市,X065,922.0,140.0,129080.0
D21277,2019-05-08,S12638,南区,福建,漳州市,X004,1426.0,211.0,300886.0
D25128,2019-01-19,S11674,东区,江苏,扬州市,X087,752.0,86.0,64672.0
D26130,2019-09-14,S10781,西 区,甘肃,武威市,X080,571.0,72.0,41112.0
D27673,2019-08-30,S16806,南区,江西,景德镇市,X078,1009.0,116.0,117044.0
D28208,2019-02-03,S11812,北区,天津市,天津市,X048,1329.0,61.0,81069.0
D28412,2019-04-17,S13664,南区,福建,莆田市,X075,285.0,126.0,35910.0
D32010,2019-06-02,S18062,北区,北京市,北京市,X015,1337.0,151.0,201887.0
D22921,2019-08-17,S17936,西 区,陕西,宝鸡市,X060,1092.0,102.0,111384.0
D22052,2019-08-27,S15128,东区,江苏,南通市,X018,905.0,212.0,191860.0
D21586,2019-07-26,S19583,南区,福建,泉州市,X037,920.0,195.0,179400.0
D26841,2019-08-26,S17016,北区,黑龙江,绥化市,X096,308.0,222.0,68376.0
D24717,2019-06-07,S10576,东区,浙江,舟山市,X051,789.0,203.0,160167.0
D23459,2019-04-02,S12675,西 区,重庆市,重庆市,X054,1347.0,83.0,111801.0
D28486,2019-09-15,S12592,东区,浙江,杭州市,X089,308.0,104.0,32032.0
D25287,2019-07-15,S13106,北区,山东,青岛市,X016,445.0,99.0,44055.0
D29490,2019-06-26,S14453,东区,江苏,无锡市,X014,1615.0,86.0,138890.0
D25555,2019-06-01,S16637,东区,江苏,无锡市,X057,1733.0,245.0,424585.0
D24177,2019-06-10,S17229,北区,山西,大同市,X021,264.0,59.0,15576.0
D29568,2019-09-09,S14454,东区,浙江,台州市,X014,922.0,86.0,79292.0
D29929,2019-08-04,S20629,西 区,云南,大理白族自治州,X001,952.0,121.0,115192.0
D25081,2019-06-20,S19726,西 区,陕西,咸阳市,X102,698.0,160.0,111680.0
D32251,2019-01-10,S15863,北区,辽宁,大连市,X024,1753.0,235.0,411955.0
D21639,2019-02-17,S18003,南区,福建,泉州市,X078,316.0,116.0,36656.0
D28965,2019-07-07,S18429,北区,山西,长治市,X032,563.0,158.0,88954.0
D25951,2019-05-19,S20792,东区,安徽,蚌埠市,X051,1618.0,203.0,328454.0
D24177,2019-06-10,S17229,北区,山西,大同市,X050,173.0,143.0,24739.0
D32820,2019-09-13,S16709,南区,福建,泉州市,X002,552.0,141.0,77832.0
D25202,2019-08-08,S22925,南区,广西,南宁市,X095,1121.0,107.0,119947.0
D28646,2019-04-23,S13886,东区,湖北,武汉市,X080,499.0,72.0,35928.0
D22114,2019-06-25,S17606,北区,北京市,北京市,X013,666.0,164.0,109224.0
D32451,2019-09-23,S20286,东区,安徽,合肥市,X031,667.0,86.0,57362.0
D27995,2019-01-05,S10865,北区,内蒙古,呼和浩特市,X070,1212.0,242.0,293304.0
D21437,2019-02-04,S16915,北区,河北,廊坊市,X021,101.0,59.0,5959.0
D22363,2019-02-17,S23249,北区,山东,烟台市,X013,332.0,164.0,54448.0
D34023,2019-09-24,S23249,北区,山东,烟台市,X091,1799.0,214.0,384986.0
D32781,2019-01-23,S19709,北区,辽宁,丹东市,X061,1251.0,203.0,253953.0
D28958,2019-09-20,S17166,北区,山东,威海市,X055,475.0,222.0,105450.0
D28007,2019-07-03,S15105,东区,江苏,泰州市,X085,495.0,233.0,115335.0
D32719,2019-06-16,S18164,北区,河南,南阳市,X008,790.0,119.0,94010.0
D31693,2019-06-04,S15361,南区,福建,泉州市,X022,1285.0,158.0,203030.0
D26539,2019-05-25,S13539,东区,江苏,苏州市,X075,323.0,126.0,40698.0
D32604,2019-04-17,S19309,南区,广东,深圳市,X037,697.0,195.0,135915.0
